ID,Name,Producer,Product ID,Type,Form,Species,End pH Min,End pH Max,Flavor/Aroma,Pitch,Pitch Temp ©,Tolerance (%),Attenuation Min (%),Attenuation Max (%),Flocculation (%),Temperature Min ©,Temperature Max ©,Best For,Description
705a52b0-b62a-41af-84fb-eaac80a4ab65,Belgian Saison,Wyeast,WY3724,,Liquid,Saccharomyces cerevisiae var. diastaticus,,,,,,12,76,80,Low,21,35,Saison,"This strain is the classic farmhouse ale yeast. A traditional yeast that is spicy with complex aromatics, including bubble gum. It is very tart and dry on the palate with a mild fruitiness. Expect a crisp, mildly acidic finish that will benefit from elevated fermentation temperatures. This strain is notorious for a rapid and vigorous start to fermentation, only to stick around 1.035 S.G. Fermentation will finish, given time and warm temperatures. Warm fermentation temperatures, at least 90 °F (32 °C), or the use of a secondary strain can accelerate attenuation."
c98d29dc-6098-42e5-9470-c73d5af03470,Belgian Schelde Ale,Wyeast,WY3655,,Liquid,Saccharomyces cerevisiae,,,,,,11,73,77,Medium,17,18,Belgian Ales,"From the East Flanders - Antwerpen region of Belgium, this unique top-fermenting yeast produces complex, classic Belgian aromas and flavors that meld well with premium quality pale and crystal malts. Well-rounded and smooth textures are exhibited with a full bodied malty profile and mouthfeel."
1fdec57e-0ad4-4001-b889-e4169abe0439,Belgian Stout,Wyeast,WY1581,,Liquid,Saccharomyces cerevisiae,,,,,,12,70,85,Medium,18,24,"Belgian Ales, Belgian Tripel, Saison",A very versatile ale strain from Belgium. Excellent for Belgian stouts and Belgian specialty ales. Ferments to dryness and produces moderate levels of esters without significant phenolic or spicy characteristics.
84cc6bc8-cafc-4524-bd35-2ac1bdb94302,Belgian Strong Ale,Wyeast,WY1388,,Liquid,Saccharomyces cerevisiae var. diastaticus,,,,,,12,74,78,Low,18,27,"Belgian Tripel, Belgian Style ales","The classic choice for brewing golden strong ales. This alcohol tolerant strain will produce a complex ester profile balanced nicely with subtle phenolics. Malt flavors and aromas will remain even with a well attenuated dry, tart finish. This strain is prone to stalling at approximately 1.035; racking or slight aeration will encourage it to finish fermentation."
5c2f8bbb-262e-4640-8e45-f6b340bce685,Belgian Style Blend,Wyeast,WY3789,Mixed-culture,Liquid,"Saccharomyces cerevisiae, Brettanomyces",,,,,,12,75,80,Medium,20,29,"Belgian Ales, Bretts","A unique blend of Belgian Saccharomyces and Brettanomyces for emulating Trappist-style beer from the Florenville region in Belgium. Phenolics, mild fruitiness and complex spicy notes develop with increased fermentation temperatures. Subdued but classic ""Brett"" character."
5111a9f7-5fd3-4cbc-86a8-4cb24bb3e296,Belgian Wheat,Wyeast,WY3942,,Liquid,Saccharomyces cerevisiae,,,,,,12,72,76,Medium,18,23,Belgian Ales,"Isolated from a small Belgian brewery, this strain produces beers with moderate esters and minimal phenolics. Apple, bubblegum and plum-like aromas blend nicely with malt and hops. This strain will finish dry with a hint of tartness."
bc5b06f5-dbb9-4b19-8d43-080e42de1b31,Belgian Witbier,Wyeast,WY3944,,Liquid,Saccharomyces cerevisiae,,,,,,11,72,76,Medium,17,24,Belgian Ales,"This versatile witbier yeast strain can be used in a variety of Belgian style ales. This strain produces a complex flavor profile dominated by spicy phenolics with low to moderate ester production. It is a great strain choice when you want a delicate clove profile not to be overshadowed by esters. It will ferment fairly dry with a slightly tart finish that compliments the use of oats, malted and unmalted wheat. This strain is a true top cropping yeast requiring full fermentor headspace of 33%."
d0fbe3ad-dda3-48d4-8a94-97f37da9bf27,Berliner Weisse Blend,Wyeast,WY3191,Hybrid,Liquid,"Saccharomyces cerevisiae, Brettanomyces, & Lactobacillus",,,,,,6,73,77,Low,20,22,"Berliner Weiss, Lambic, Flanders Red Ale, Gose","This blend includes a German ale strain with low ester formation and a dry, crisp finish. The Lactobacillus included produces moderate levels of acidity, and the unique Brettanomyces strain imparts a critical earthy characteristic that is indicative of a true Berliner Weisse. When this blend is used, expect a slow start to fermentation as the yeast and bacteria in the blend is balanced to allow proper acid production. It generally requires 3-6 months of aging to fully develop flavor characteristics. Use this blend with worts containing extremely low hopping rates."
c5fc5e2e-4c13-4625-97e4-66a36dd2972d,Bohemian Lager,Wyeast,WY2124,,Liquid,Saccharomyces pastorianus,,,,,,9,73,77,Medium Low,7,20,"German Pils, Helles, Lager, Munich Dunkel, Marzen, Bock","This Carlsberg type yeast is the most widely used lager strain in the world. This strain produces a distinct malty profile with some ester character and a crisp finish. A versatile strain, that is great to use with lagers or Pilsners for fermentations in the 45-55°F (8-12°C) range. It may also be used for Common beer production with fermentations at 65-68°F (18-20°C). A thorough diacetyl rest is recommended after fermentation is complete."
a7a4a9a4-e9b6-494e-992b-30e52318d718,British Ale,Wyeast,WY1098,,Liquid,Saccharomyces cerevisiae,,,,,,10,73,75,Medium,18,22,"Porters, Brown Ales, English IPAs, Blonde Ales, Scottish Heavy, Barleywines","This yeast allows malt and hop character to dominate the profile. It ferments dry and crisp, producing well-balanced beers with a clean and neutral finish. Ferments well down to 64°F (18°C)."
f4f34875-71f3-45f4-a2f8-8f8cc18eee54,British Ale II,Wyeast,WY1335,,Liquid,Saccharomyces cerevisiae,,,,,,10,73,76,High,17,24,"Bitters, Strong Ale, Brown Ale, Porter, Stout, English IPA","A classic British ale profile with good flocculation and malty flavor characteristics. It will finish crisp, clean and fairly dry."
2002e33c-dd92-4bb0-80a6-fa16870fd6c8,British Cask Ale,Wyeast,WY1026,,Liquid,Saccharomyces cerevisiae,,,,,,9,74,77,Medium High,17,22,"Bitters, Brown Ales, IPAs, Blonde Ale","A great yeast choice for any cask-conditioned British Ale and one that is especially well suited for hoppy bitters, IPAs and Australian ales. Produces a nice malt profile, and finishes crisp and slightly tart. Low to moderate fruit ester producer that clears well without filtration."
8607ffbd-b7c8-4da8-bbae-11106623773c,Budvar Lager,Wyeast,WY2000,,Liquid,Saccharomyces pastorianus,,,,,,9,71,75,Medium High,9,13,"Lager, Helles","The Budvar style strain has a nice malty nose with subtle fruit tones and a rich malt profile on the palate. It finishes malty but dry, well balanced and crisp. Hop character comes through in the finish."
d136fe61-3eb4-4ddf-93e1-75b70865865b,Burton IPA Blend,Wyeast,WY1203,Yeast Blend,Liquid,Saccharomyces cerevisiae,,,,,,10,71,74,Medium High,18,23,"English IPA, Bitters, Porters, Stouts",The revival of interest in historic and classic English IPA styles calls for a specialized yeast. This blend highlights hop bitterness and aroma while still allowing full expression of authentic water profiles and pale malts. Low to moderate ester level can be manipulated through fermentation temperature and pitching rate. Palate finish is typically neutral to mildly fruity with some maltiness. Good flocculation characteristics make this an excellent candidate for cask conditioning.
1961bfae-c53d-4f6f-8918-66d48d168ba8,California Lager,Wyeast,WY2112,,Liquid,Saccharomyces pastorianus,,,,,,9,67,71,High,14,20,"California Common, Cream Ale, Porter, Seasonal Beers, Pale Ales","This strain is particularly well suited for producing California Common-style beers. It retains lager characteristics at temperatures up to 65 °F (18 °C) and produces malty, brilliantly clear beers. This strain is not recommended for cold temperature fermentation."
ffc39ad5-a4c0-4af0-a064-5fb8e29aac37,Canadian/Belgian Ale,Wyeast,WY3864,,Liquid,Saccharomyces cerevisiae var. diastaticus,,,,,,12,75,79,Medium,18,27,Belgian Ales,This alcohol-tolerant strain produces complex and well-balanced Belgian Abbey-style ales. Banana and fruit esters are complemented nicely with mild levels of phenolics and hints of acidity. Ester levels may be elevated by increasing gravity and fermentation temperatures.
d9b99e82-3c02-4596-ad53-62e487331ee9,Czech Pils,Wyeast,WY2278,,Liquid,Saccharomyces pastorianus,,,,,,9,70,74,Medium High,10,14,"Lager, Bock, Munich Dunkel","Originating from the home of great Pilsners in the Czech Republic, this classic strain will finish dry and malty. It is the perfect choice for Bohemian-style Pilsners. Sulfur produced during fermentation can be reduced with warmer fermentation temperatures 58 °F (14 °C) and will dissipate with conditioning."
e0bc5b75-2dde-4439-9413-801fcf04d8b1,Danish Lager,Wyeast,WY2042,,Liquid,Saccharomyces pastorianus,,,,,,9,73,77,Low,8,13,"Helles, Lager","This yeast is a good choice for Dortmund-style lagers. It will ferment crisp and dry with a soft, rounded profile that accentuates hop characteristics."
c359ab71-d1f4-4d25-b15f-8588bd7bf28d,Denny's Favorite 50 Ale,Wyeast,WY1450,,Liquid,Saccharomyces cerevisiae,,,,,,10,74,76,Low,16,21,"Amber Ale, Barleywine, Pale Ale, Brown Ale, Red Ale, IPA, Stout, Porter, Cream Ale","This terrific all-round yeast can be used for almost any beer style, and is a mainstay of one of our local homebrewers, Mr. Denny Conn. It is unique in that it produces a big mouthfeel and accentuates the malt, caramel, or fruit character of a beer without being sweet or under-attenuated."
278de23e-774c-4656-9ba2-5813b70bb502,English Special Bitter,Wyeast,WY1768,,Liquid,Saccharomyces cerevisiae,,,,,,9,68,72,High,18,22,"Bitters, English IPA, Pale Ale, Brown Ale, Blonde Ale, Stout","A great yeast for malt-predominate ales. Produces light fruit and ethanol aromas along with soft, nutty flavors. Exhibits a mild malt profile with a neutral finish. Bright beers are easily achieved without any filtration. It is similar to our 1968 London ESB Ale but slightly less flocculent."
436456ce-1b3c-422c-8edd-23e177d0d2f5,European Lager,Wyeast,WY2247,,Liquid,Saccharomyces pastorianus,,,,,,10,73,77,Low,8,13,"German Pils, Lager",This strain exhibits a very clean and dry flavor profile often found in aggressively-hopped lagers. Produces mild aromatics and slight sulfur notes typical of classic pilsners. This yeast is a good attenuator resulting in beers with a distinctively crisp finish.
5bde914f-e78a-47e6-ba61-df9cee9e703b,Farmhouse Ale,Wyeast,WY3726,,Liquid,Saccharomyces cerevisiae var. diastaticus,,,,,,12,74,79,Medium,21,29,"Biere de Garde, Saison, Belgian Ales",This strain produces complex esters balanced with earthy/spicy notes. Slightly tart and dry with a peppery finish. A perfect strain for farmhouse ales and saisons.
79df1149-c79b-4a99-9aed-5bc5b1075468,Flanders Golden Ale,Wyeast,WY3739,,Liquid,Saccharomyces cerevisiae var. diastaticus,,,,,,12,74,78,Medium Low,18,27,Belgian Ales,This well-balanced strain from northern Belgium will produce moderate levels of both fruity esters and spicy phenols while finishing dry with a hint of malt. 3739-PC is a robust and versatile strain that performs nicely in a broad range of Belgian styles.
b39102df-6bbf-470a-ab84-fc85753fb5d2,Forbidden Fruit,Wyeast,WY3463,,Liquid,Saccharomyces cerevisiae,,,,,,12,72,76,Low,17,24,"Witbier, White IPA","A widely-used strain in the production of Witbier and Grand Cru. This yeast will produce spicy phenolics which are balanced nicely by a complex ester profile. The subtle fruit character and dry tart finish will complement wheat malt, orange peel and spice additions typical of Wits."
d9a88e44-f72c-4ba3-967a-1c333cc224af,French Saison,Wyeast,WY3711,,Liquid,Saccharomyces cerevisiae var. diastaticus,,,,,,12,77,83,Low,18,25,"Saison, Witbier, Belgian Ales","A very versatile strain that produces Saison or farmhouse style beers as well as other Belgian style beers that are highly aromatic (estery), peppery, spicy and citrusy. This strain enhances the use of spices and aroma hops, and is extremely attenuative but leaves an unexpected silky and rich mouthfeel. This strain can also be used to re-start stuck fermentations or in high gravity beers."
8a15b046-fa64-4d47-815e-b4f63139aeff,Gambrinus Style Lager,Wyeast,WY2002,,Liquid,Saccharomyces pastorianus,,,,,,9,71,75,Medium High,9,13,"Lager, Helles, Czech Lager","Czech-style lager strain with very mild floral aroma, nice lager character in nose. Malt dominates profile with subtle floral/fruit notes. Full, complex flavor profile with full mouthfeel. Finishes soft and smooth with nice lingering maltiness."
cfdcf554-13de-4f49-be2e-d1cc81f9dead,German Ale,Wyeast,WY1007,,Liquid,Saccharomyces cerevisiae,,,,,,11,73,77,Low,13,20,"Wheat, Berliner Weisse, Altbier, Kolsch, Lagers, Gose","A true top cropping yeast with low ester formation and a broad temperature range. Fermentation at higher temperatures may produce mild fruitiness. This powdery strain results in yeast that remains in suspension post fermentation. Beers mature rapidly, even when cold fermentation is used. Low or no detectable diacetyl."
81c59a2d-ebcc-48b6-9f80-40f271f20b5f,German Wheat,Wyeast,WY3333,,Liquid,Saccharomyces cerevisiae,,,,,,10,70,76,High,17,24,"Hefeweizen, Weissbier, Wheats, Bock","A highly flocculent German wheat beer strain that is the perfect choice for use in Kristallweizen. This yeast strain produces a beautiful and delicate balance of banana esters and clove phenolics similar to the popular Wyeast 3068. However, this strain will sediment rapidly, resulting in bright beer without filtration. The balance can be manipulated towards ester production through increasing fermentation temperature, increasing the wort density, and decreasing the pitch rate. Over pitching can result in a near complete loss of banana character. Sulfur is commonly produced, but will dissipate with conditioning."
fd0d7cf9-0d33-4f9e-a59d-ac32d8202f37,Hella Bock Lager,Wyeast,WY2487,,Liquid,Saccharomyces pastorianus,,,,,,12,70,74,Medium,9,13,"Helles, Marzen, Munich Dunkel, Bock","Direct from the Austrian Alps, this strain will produce rich, full-bodied and malty beers with a complex flavor profile and a great mouth feel. Attenuates well while still leaving plenty of malt character and body. Beers fermented with this strain will benefit from a temperature rise for a diacetyl rest at the end of primary fermentation."
